Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Labeled Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Parameter Value[Column model]	Parameter Value[Column type]	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Parameter Value[Ion source]	Parameter Value[Mass analyzer]	MS Assay Name	Raw Spectral Data File	Protocol REF	Data Transformation Name	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
urine_XOP55	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM55	Labelling metabolites	labeled_XOM55	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM55	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP56	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM56	Labelling metabolites	labeled_XOM56	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM56	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP57	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM57	Labelling metabolites	labeled_XOM57	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM57	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP58	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM58	Labelling metabolites	labeled_XOM58	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM58	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP59	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM59	Labelling metabolites	labeled_XOM59	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM59	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP6	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM6	Labelling metabolites	labeled_XOM6	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM6	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP60	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM60	Labelling metabolites	labeled_XOM60	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM60	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP61	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM61	Labelling metabolites	labeled_XOM61	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM61	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP62	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM62	Labelling metabolites	labeled_XOM62	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM62	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP63	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM63	Labelling metabolites	labeled_XOM63	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM63	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP64	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM64	Labelling metabolites	labeled_XOM64	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM64	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP65	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM65	Labelling metabolites	labeled_XOM65	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM65	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP66	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM66	Labelling metabolites	labeled_XOM66	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM66	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP67	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM67	Labelling metabolites	labeled_XOM67	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM67	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP68	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM68	Labelling metabolites	labeled_XOM68	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM68	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP69	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM69	Labelling metabolites	labeled_XOM69	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM69	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP7	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM7	Labelling metabolites	labeled_XOM7	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM7	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP70	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM70	Labelling metabolites	labeled_XOM70	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM70	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP71	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM71	Labelling metabolites	labeled_XOM71	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM71	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP72	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM72	Labelling metabolites	labeled_XOM72	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM72	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP73	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM73	Labelling metabolites	labeled_XOM73	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM73	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP74	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM74	Labelling metabolites	labeled_XOM74	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM74	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP75	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM75	Labelling metabolites	labeled_XOM75	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM75	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP76	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM76	Labelling metabolites	labeled_XOM76	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM76	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP77	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM77	Labelling metabolites	labeled_XOM77	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM77	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP78	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM78	Labelling metabolites	labeled_XOM78	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM78	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP79	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM79	Labelling metabolites	labeled_XOM79	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM79	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP8	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM8	Labelling metabolites	labeled_XOM8	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM8	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP80	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM80	Labelling metabolites	labeled_XOM80	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM80	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP81	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM81	Labelling metabolites	labeled_XOM81	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM81	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP82	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM82	Labelling metabolites	labeled_XOM82	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM82	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP83	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM83	Labelling metabolites	labeled_XOM83	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM83	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP84	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM84	Labelling metabolites	labeled_XOM84	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM84	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP85	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM85	Labelling metabolites	labeled_XOM85	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM85	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP86	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM86	Labelling metabolites	labeled_XOM86	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM86	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP87	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM87	Labelling metabolites	labeled_XOM87	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM87	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP88	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM88	Labelling metabolites	labeled_XOM88	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM88	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP89	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM89	Labelling metabolites	labeled_XOM89	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM89	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP9	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM9	Labelling metabolites	labeled_XOM9	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM9	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP90	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM90	Labelling metabolites	labeled_XOM90	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM90	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP91	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM91	Labelling metabolites	labeled_XOM91	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM91	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP92	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM92	Labelling metabolites	labeled_XOM92	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM92	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP93	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM93	Labelling metabolites	labeled_XOM93	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM93	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP94	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM94	Labelling metabolites	labeled_XOM94	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM94	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP95	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM95	Labelling metabolites	labeled_XOM95	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM95	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP96	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM96	Labelling metabolites	labeled_XOM96	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM96	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP97	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM97	Labelling metabolites	labeled_XOM97	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM97	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP98	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM98	Labelling metabolites	labeled_XOM98	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM98	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
urine_XOP99	Extraction	1 uL borate buffer (pH 8.8) with AQC reagent	AQC	extract_XOM99	Labelling metabolites	labeled_XOM99	Chromatography	Agilent 1290 Infinity II	Accq-Tag Ultra column (waters + FURHTER SPECS?)	reverse phase	Mass spectrometry	positive	5-2000?	AB SCIEX Qtrap 6500	ESI	triple quadrupole linear ion trap	mass_spectrometry_XOM99	link/to/raw/data	Data transformation	link/to/data_transformation_name	link/to/normalized_data	link/to/spectral_file	Metabolite identification	link/to/data_transformation_name	link/to/MAF
